* IconID;Description;Color;IconClass;Nation;Chassis;IconStyle
BND89;Kitoku Hohei (Entrenched Infantry x3);olive;Entrenched Infantry;WW2 Japan;;Default
BND90;Entrenched Infantry 1940 (x3);winter;Entrenched Infantry;WW2 UK (United Kingdom / Great Britain);;Default
BND91;Infanterie Retanchee (Entrenched Infantry x3);winter;Entrenched Infantry;WW2 France;;Default
BND93;Entrenched Infantry (x3);winter;Entrenched Infantry;WW2 Canada;;Default
BND94;Yerlesik Piyade (Entrenched Infantry x3) (mod. BN967);winter;Entrenched Infantry;WW2 Turkey;;Obsolete
BND95;Infanteria Atrincherada (Entrenched Infantry x3);winter;Entrenched Infantry;WW2 Spain Nationalist;;Default
BND96;Infanteria Atrincherada (Entrenched Infantry x3);winter;Entrenched Infantry;WW2 Spain Republican;;Default
BND97;Piechota w Okopach (Entrenched Infantry x3);winter;Entrenched Infantry;WW2 Poland;;Default
BND99;Infanterie Consolidata (Entrenched Infantry x3);winter;Entrenched Infantry;WW2 Romania;;Default
BNE01;Beasott Honved (Entrenched Infantry x3);winter;Entrenched Infantry;WW2 Hungary;;Default
BNE02;Entrenched Infantry (x3) (mod. JKS91);winter/olive/khaki;Entrenched Infantry;WW2 China Nationalist;;Obsolete
BNE03;Infanterie Retanchee 1936 (Entrenched Infantry x3);winter;Entrenched Infantry;WW2 Belgium;;Default
BNE04;Entrenched Pechota (Entrenched Infantry x3);winter;Entrenched Infantry;WW2 Slovakia;;Default
BNE05;Pechoty Prikop (Entrenched Infantry x3);winter;Entrenched Infantry;WW2 Czechoslovakia;;Default
BNE06;Entrenched Infanteri (Entrenched Infantry x3) (mod. LE145);winter;Entrenched Infantry;WW2 Norway;;Obsolete
BNE07;Pesadijski Sanac (Entrenched Infantry x3) (mod. JK560);winter;Entrenched Infantry;WW2 Yugoslavia (Royal);;Obsolete
BNE09;Eingegrabene Infanterie (Entrenched Infantry x3) 1936 (mod. BNA01);winter;Entrenched Infantry;WW2 Austria;;Obsolete
BNE10;Verschanst Infanterie (Entrenched Infantry x3) (mod. JC188);winter;Entrenched Infantry;WW2 Netherlands;;Obsolete
BNE11;Entrincheirado de Infantaria 1936 (Entrenched Infantry x3) (mod. BNC67);winter;Entrenched Infantry;WW2 Portugal;;Obsolete
BNE12;Entrincheirado de Infantaria 1940 (Entrenched Infantry x3) (mod. BNC59);winter;Entrenched Infantry;WW2 Portugal;;Obsolete
BNE13;Entrenched Infantry (x3);winter/khaki;Entrenched Infantry;Cold War North Korea;;Default
BNE14;Entrenched Infantry (x3);winter;Entrenched Infantry;Cold War South Korea;;Default
BNE15;PzKw IV Ausf. E / F1 (SdKfz 161) (mod. PA295);winter/white;Tank;WW2 All Nations;Pz IV;Pat
BNE16;PzKw IV Ausf. E / F1 (SdKfz 161) (mod. PA295);brown;Tank;WW2 All Nations;Pz IV;Pat
BNE17;PzKw IV Ausf. E / F1 (SdKfz 161) (mod. PA295);sand/olive;Tank;WW2 All Nations;Pz IV;Pat
BNE18;PzKw IV Ausf. E / F1 (SdKfz 161) (mod. PA295);green;Tank;WW2 All Nations;Pz IV;Pat
BNE19;PzKw IV Ausf. E / F1 (SdKfz 161) (mod. PA295);winter/white;Tank;WW2 Germany;Pz IV;Pat
BNE20;PzKw IV Ausf. E / F1 (SdKfz 161) (mod. PA295);winter/white;Tank;WW2 Hungary;Pz IV;Pat
BNE21;PzKw VI E Tiger (SdKfz 181) (mod. PA890);winter/white;Tank;WW2 All Nations;Pz VI E;Pat
BNE22;PzKw VI E Tiger (SdKfz 181) (mod. PA890);brown;Tank;WW2 All Nations;Pz VI E;Pat
BNE23;PzKw VI E Tiger (SdKfz 181) (mod. PA890);dark green;Tank;WW2 All Nations;Pz VI E;Pat
BNE24;152 mm Gaubitsa obr. 1943 D-1 (mod. PT369);winter/white;Towed Arty;WW2 / Cold War All Nations;;Pat
BNE25;76.2 mm Pushka obr. 1942 ZiS-3 / 76.2 mm FK 269(r) (mod. JKE49);winter/white;Towed Arty;WW2 All Nations;;Juankar
BNE26;Flakpanzer IV (20 mm Flak-Vierling 38) Wirbelwind (SdKfz 161/4) / ground combat (mod. PA941);winter/white;SPAT (track);WW2 Germany;Pz IV;Pat
BNE27;Panzerjager V Jagdpanther (SdKfz 173) (mod. PA141);winter/white;SPAT (track);WW2 All Nations;Pz V;Pat
BNE28;Panzerjager V Jagdpanther (SdKfz 173) (mod. PA141);sand;SPAT (track);WW2 All Nations;Pz V;Pat
BNE29;Panzerjager V Jagdpanther (SdKfz 173) (mod. PA141);green;SPAT (track);WW2 All Nations;Pz V;Pat
BNE30;Panzerhaubitze Hummel 150 mm sFH 18/1 L/30 (SdKfz 165) (mod. PA856);winter/white;SPArty (track);WW2 All Nations;Pz IV;Pat
BNE31;Panzerhaubitze Hummel 150 mm sFH 18/1 L/30 (SdKfz 165) (mod. PA856);green;SPArty (track);WW2 All Nations;Pz IV;Pat
BNE32;Latil M7 Z1 (mod. TDU97);winter/white;TPT (6 wheels);WW2 All Nations;;Pat
BNE33;Latil M7 Z1 (mod. TDU97);brown;TPT (6 wheels);WW2 All Nations;;Pat
BNE34;Latil M7 Z1 (mod. TDU97);green;TPT (6 wheels);WW2 All Nations;;Pat
BNE35;Latil M7 Z1 (mod. TDU97);sand;TPT (6 wheels);WW2 All Nations;;Pat
BNE36;Rakkasan Hohei + 20 mm Type 97 - prone (Paratrooper AT Infantry x1) (mod. JKT56);;Paratrooper AT Infantry;WW2 Japan;;Obsolete
BNE37;Morris-Commercial CDFW 1.5-ton (30 cwt) (mod. SBT22);brown;TPT (6 wheels);WW2 All Nations;;Pat
BNE38;Morris-Commercial CDFW 1.5-ton (30 cwt) (mod. SBT22);green;TPT (6 wheels);WW2 All Nations;;Pat
BNE39;Morris-Commercial CDFW 1.5-ton (30 cwt) (mod. SBT22);sand;TPT (6 wheels);WW2 All Nations;;Pat
BNE40;ZiS-151 / ZiL-151 (mod. JKD99);winter/white;TPT (6 wheels);Cold War All Nations;ZIS-151;Juankar
BNE41;MAN S1 N6 (mod. BN799);winter/white;TPT (6 wheels);WW2 All Nations;MAN S1;Juankar
BNE42;MAN S1 N6 (mod. BN799);brown;TPT (6 wheels);WW2 All Nations;MAN S1;Juankar
BNE43;MAN S1 N6 (mod. BN799);green;TPT (6 wheels);WW2 All Nations;MAN S1;Juankar
BNE44;MAN S1 N6 (mod. BN799);sand;TPT (6 wheels);WW2 All Nations;MAN S1;Juankar
BNE45;M4 High-Speed Tractor (mod. TDZ01);winter/white;TPT (track);WW2 All Nations;M2/M5 Light Tank;Pat
BNE46;M4 High-Speed Tractor (mod. TDZ01);brown;TPT (track);WW2 All Nations;M2/M5 Light Tank;Pat
BNE47;M4 High-Speed Tractor (mod. TDZ01);sand;TPT (track);WW2 All Nations;M2/M5 Light Tank;Pat
BNE48;M4 High-Speed Tractor (mod. TDZ01);green;TPT (track);WW2 All Nations;M2/M5 Light Tank;Pat
BNE49;Armored Train Car + 2 x 75 mm - 110 mm Artillery (turret) (mod. ZUG12);sand;Train Arty;WW1 / WW2 All Nations;Train;Anti Strunt
BNE50;Armored Train Command Car (mod. ZUG13);winter/white;Command Train;WW1 / WW2 All Nations;Train;Anti Strunt
BNE51;Armored Train Command Car (mod. ZUG13);sand;Command Train;WW1 / WW2 All Nations;Train;Anti Strunt
BNE52;Armored Train Car + 4 x 20 mm AD (mod. ZUG11);winter/white;Train AD;WW1 / WW2 All Nations;Train;Anti Strunt
BNE53;Armored Train Car + 4 x 20 mm AD (mod. ZUG11);sand;Train AD;WW1 / WW2 All Nations;Train;Anti Strunt
BNE54;Armored Train Car + 75 mm - 110 mm Artillery (turret) + 20 mm AD (turret) (mod. TDZ24);winter/white;Train Arty;WW1 / WW2 All Nations;Train;Anti Strunt
BNE55;Armored Train Car + 75 mm - 110 mm Artillery (turret) + 20 mm AD (turret) (mod. TDZ24);sand;Train Arty;WW1 / WW2 All Nations;Train;Anti Strunt
BNE56;Armored Train Car + 50 mm - 75 mm AT (turret) (mod. ZUG15);winter/white;Train AT;WW1 / WW2 All Nations;Train;Anti Strunt
BNE57;Armored Train Car + 50 mm - 75 mm AT (turret) (mod. ZUG15);sand;Train AT;WW1 / WW2 All Nations;Train;Anti Strunt
BNE58;Armored Train Car + 75 mm - 110 mm Artillery (turret) (mod. SB72);winter/white;Train Arty;WW1 / WW2 All Nations;Train;Anti Strunt
BNE59;Armored Train Car + 75 mm - 110 mm Artillery (turret) (mod. SB72);sand;Train Arty;WW1 / WW2 All Nations;Train;Anti Strunt
BNE60;LT vz. 34 (mod. FZ110);winter/white;Tank;WW2 All Nations;LT Vz 34;Pat
BNE61;LT vz. 34 (mod. FZ110);brown;Tank;WW2 All Nations;LT Vz 34;Pat
BNE62;LT vz. 34 (mod. FZ110);green;Tank;WW2 All Nations;LT Vz 34;Pat
BNE63;LT vz. 34 (mod. FZ110);sand;Tank;WW2 All Nations;LT Vz 34;Pat
BNE64;LT vz. 40 (mod. FZ109);winter/white;Tank;WW2 All Nations;;Pat
BNE65;LT vz. 40 (mod. FZ109);brown;Tank;WW2 All Nations;;Pat
BNE66;LT vz. 40 (mod. FZ109);green;Tank;WW2 All Nations;;Pat
BNE67;LT vz. 40 (mod. FZ109);sand;Tank;WW2 All Nations;;Pat
BNE68;Tancik vz. 33 (mod. FZ107);winter/white;Tank;WW2 All Nations;;Pat
BNE69;Tancik vz. 33 (mod. FZ107);brown;Tank;WW2 All Nations;;Pat
BNE70;Tancik vz. 33 (mod. FZ107);green;Tank;WW2 All Nations;;Pat
BNE71;Tancik vz. 33 (mod. FZ107);sand;Tank;WW2 All Nations;;Pat
BNE72;Panzerjager Marder III Ausf. H + 75 mm PaK 40 L/46 (Sf) auf GW 38(t) (SdKfz 138) (mod. PA117);winter/white;SPAT (track);WW2 All Nations;Lt vz. 38;Pat
BNE73;Panzerjager Marder III Ausf. H + 75 mm PaK 40 L/46 (Sf) auf GW 38(t) (SdKfz 138) (mod. PA117);brown;SPAT (track);WW2 All Nations;Lt vz. 38;Pat
BNE74;Panzerjager Marder III Ausf. H + 75 mm PaK 40 L/46 (Sf) auf GW 38(t) (SdKfz 138) (mod. PA117);green;SPAT (track);WW2 All Nations;Lt vz. 38;Pat
BNE75;KV-2 (mod. PA243);winter/white;Tank / SPArty (track);WW2 All Nations;KV;Pat
BNE76;KV-2 (mod. PA243);brown;Tank / SPArty (track);WW2 All Nations;KV;Pat
BNE77;KV-2 (mod. PA243);green;Tank / SPArty (track);WW2 All Nations;KV;Pat
BNE78;KV-2 (mod. PA243);sand;Tank / SPArty (track);WW2 All Nations;KV;Pat
BNE79;105 mm - 120 mm Artillery Barrage (mod. JKR37);winter/white;Towed Arty;WW1 All Nations;;Juankar
BNE80;105 mm - 120 mm Artillery Barrage (mod. JKR37);brown;Towed Arty;WW1 All Nations;;Juankar
BNE81;105 mm - 120 mm Artillery Barrage (mod. JKR37);green;Towed Arty;WW1 All Nations;;Juankar
BNE82;105 mm - 120 mm Artillery Barrage (mod. JKR37);sand;Towed Arty;WW1 All Nations;;Juankar
BNE83;Euzonoi (Light Infantry x3) (mod. JC508);;Regular Infantry;WW2 Greece;;Obsolete
BNE84;Ippikon (Cavalry x3) (mod. JC509);;Cavalry;WW2 Greece;Horse;Obsolete
BNE85;Pezikon (Infantry x3) (mod. JC474);;Regular Infantry;WW2 Greece;;Obsolete
BNE86;Archigeio (HQ Command Infantry x3) + Radio (mod. JC503);;HQ Infantry;WW2 Greece;;Obsolete
BNE87;Pericharakomeno Pezikon (Entrenched Infantry x3) (mod. former JC477);khaki;Entrenched Infantry;WW2 Greece;;Obsolete
BNE88;Pericharakomeno Pezikon (Entrenched Infantry x3) (mod. former JC477);winter;Entrenched Infantry;WW2 Greece;;Obsolete
BNE89;Michanikoi (Bridging Infantry x3) (mod. JC489);olive;Bridging Infantry;WW2 Greece;;Obsolete
BNE90;Orinh Taxiarhia (Mountain Infantry x3) (mod. JC489);;Mountain Infantry;WW2 Greece;;Obsolete
BNE91;Michanikon (Assault Engineers x3) (mod. JC493);;Engineer Infantry;WW2 Greece;;Obsolete
BNE92;Aloga (Horse Transport / Light Cavalry x2) (mod. JC482);khaki;Cavalry (chevau-leger);WW2 Greece;Horse;Obsolete
BNE93;8 mm Schwarzlose M.07/12 (MG Infantry x2) (mod. JC492);;MG Infantry;WW2 Greece;;Obsolete
BNE94;Hemionikon (Mule Pack x1) (mod. JC499);;TPT Animal Pack;WW2 Greece;Mule;Juankar
BNE95;Omada Anagnoriseos (Bicycle x3) (mod. JC486);;Cyclist;WW2 Greece;Bicycle;Obsolete
BNE96;Ippikon (Cavalry x3) (mod. JC479);;Cavalry;WW2 Greece;Horse;Obsolete
BNE97;Pezikon (2nd Line Infantry x3) (mod. JC476);;Regular Infantry;WW2 Greece;;Obsolete
BNE98;Ochyrosis Pezikon (Militia Infantry x3) (mod. JC494);;Militia Infantry;WW2 Greece;;Obsolete
BNE99;81 mm Mortar + Crew (x2) (mod. JC474);;Mortar Infantry;WW2 Greece;;Obsolete
BNF01;Generalniya Shtab (HQ Command Infantry x3) + Radio (mod. JKS08);;HQ Infantry;WW2 Bulgaria;;Obsolete
BNF02;81 mm Mortar + Crew (x2) (mod. JKI97);;Mortar Infantry;WW2 Bulgaria;;Obsolete
BNF03;Entrenched Infantry (x3);sand;Entrenched Infantry;WW2 China PLA (Communist);;Default
BNF04;Entrenched Infantry (x3);sand;Entrenched Infantry;WW2 China PLA (Communist);;Default
BNF05;Ilyushin Il-28 (Beagle) (mod. DM01);grey/camo;Medium Bomber (jet);Cold War All Nations;;
BNF07;T-54 / T-55 (mod. PA842);winter/white;Tank;Cold War All Nations;T-54/55;Pat
BNF08;T-54 / T-55 (mod. PA842);brown;Tank;Cold War All Nations;T-54/55;Pat
BNF09;T-54 / T-55 (mod. PA842);sand;Tank;Cold War All Nations;T-54/55;Pat
BNF10;81 mm Mortar + Crew (x2) (mod. JK467);;Mortar Infantry;WW2 Belgium;;Obsolete
BNF11;Grumman F6F-5 Hellcat (mod. PA619);blue;Fighter (propeller);WW2 USA Navy;F6F;Pat
BNF12;Consolidated PBY Catalina without ski 1942 (mod. TDF13);blue;Heavy Bomber (seaplane);WW2 USA;PBY;Pat
BNF13;Consolidated PBY Catalina 1942 (mod. WDB71);blue;Heavy Bomber (seaplane);WW2 USA;PBY;Pat
BNF14;Curtiss SB2C Helldiver (mod. ZYF41);blue;Dive Bomber (propeller);WW2 USA;SB2C;Default
BNF15;Grumman TBF Avenger 1942 (mod. ZYF41);blue;Torpedo Bomber;WW2 / Cold War USA Navy;TBF;Default
BNF16;Grumman TBF Avenger 1941 (mod. ZYF41);blue;Torpedo Bomber (propeller);WW2 / Cold War USA Navy;TBF;Default
BNF17;IMAM Ro.43 (mod. TDK39);green;Light Bomber (biplane) (seaplane);WW2 Italy;Ro.37;Pat
BNF18;Grumman F6F-3 Hellcat (mod. WDC91);blue;Fighter (propeller);WW2 USA Navy;F6F;Pat
BNF19;Grumman F8F Bearcat (mod. WDC88);blue;Fighter (propeller);WW2 / Cold War USA Navy;F8F;Pat
BNF20;Chance Vought F4U-2 Corsair (mod. PA620);blue;Fighter (propeller);WW2 USA;F4U;Pat
BNF21;Chance Vought F4U-4 Corsair (mod. PA621);blue;Fighter (propeller);WW2 USA;F4U;Pat
BNF22;Pesadijski Sanac (Entrenched Infantry x3) (mod. ZYI41);;Entrenched Infantry;WW2 Yugoslavia (Communist);;Obsolete
BNF23;81 mm Mortar + Partizani (x2) (mod. JK169);;Mortar Infantry;WW2 Yugoslavia (Communist);;Obsolete
BNF24;Konjica (Cavalry x3) (mod. JKU63);;Cavalry;WW2 Yugoslavia (Communist);Horse;Obsolete
BNF25;Mazge (Mule Pack x1) (mod. JKZ41);;TPT Animal Pack;WW2 Yugoslavia (Communist);Mule;Juankar
BNF26;Konjica (Light Cavalry x2) (mod. JKU65);;Cavalry (chevau-leger);WW2 Yugoslavia (Communist);Horse;Obsolete
BNF27;Partizani + 8 mm Hotchkiss modele 1914 (MG Infantry x2) (mod. JKZ42);;MG Infantry;WW2 Yugoslavia (Communist);;Obsolete
BNF28;HQ Command Infantry (x3) + Radio (mod. JKZ38);;HQ Infantry;WW2 Yugoslavia (Communist);;Obsolete
BNF29;Partizani (Militia Infantry x3) (mod. JKN86);;Militia Infantry;WW2 Yugoslavia (Communist);;Obsolete
BNF30;Partizani (Militia Infantry x3) (mod. JKN86);;Militia Infantry;WW2 Yugoslavia (Communist);;Obsolete
BNF31;Pesadija (Infantry x3) (mod. JKM87);;Regular Infantry;WW2 Yugoslavia (Communist);;Obsolete
BNF32;Mostovna Inzenjerija (Bridging Infantry x3) (mod. JKS66);;Bridging Infantry;WW2 Yugoslavia (Communist);;Obsolete
BNF33;Inzenjerija (Assault Engineers x3) (mod. JKS69);;Engineer Infantry;WW2 Yugoslavia (Communist);;Obsolete
BNF34;Pesadija (Infantry x3) (mod. JKS68);;Regular Infantry;WW2 Yugoslavia (Communist);;Obsolete
BNF35;Brigate Garibaldi Partigiani (Infantry x3) (mod. JKR73);;Regular Infantry;WW2 Yugoslavia (Communist);;Obsolete
BNF36;Pesadija + SMG (Elite Infantry x3) (mod. JKM87);;Elite Infantry;WW2 Yugoslavia (Communist);;Obsolete
BNF37;Pesadijski Sanac (Entrenched Infantry x3) (mod. ZYI41);winter;Entrenched Infantry;WW2 Yugoslavia (Communist);;Obsolete
BNF38;T-34-85 (mod. PA228);green;Tank;WW2 Yugoslavia (Communist);T-34;Pat
BNF39;L3/35 (C.V.35) (mod. PA396);green;Tank;WW2 Yugoslavia (Communist);Carden Loyd;Pat
BNF40;M3A3 Stuart V (mod. PT320);green;Tank;WW2 Yugoslavia (Communist);M2/M5 Light Tank;Pat
BNF41;AB 41 (mod. PT227);green;Armored Car (4 wheels);WW2 Yugoslavia (Communist);AB 40/43;Pat
BNF42;AEC Armoured Car Mk III (mod. PT079);green;Armored Car (4 wheels);WW2 All Nations;Matador;Pat
BNF43;AEC Armoured Car Mk III (mod. PT079);green;Armored Car (4 wheels);WW2 Yugoslavia (Communist);Matador;Pat
BNF44;SU-85 (mod. ZYI33);green;SPAT (track);WW2 Yugoslavia (Communist);T-34;Pat
BNF45;Ilyushin Il-2M3 Shturmovik (mod. JN004);brown/camo;Attack Plane (propeller);WW2 Yugoslavia (Communist);Il-2;
BNF46;Hawker Hurricane Mk I (mod. SBA25);brown/camo;Fighter (propeller);WW2 Yugoslavia (Communist);Hurricane;Pat
BNF47;Supermarine Spitfire Mk V (mod. PA537);dark grey/camo;Fighter (propeller);WW2 Yugoslavia (Communist);Spitfire;Pat
BNF48;Yakovlev Yak-1 (mod. ZYI43);green/camo;Fighter (propeller);WW2 Yugoslavia (Communist);Yak-1;Pat
BNF49;8 mm Schwarzlose M.07/12 (MG Infantry x2) (mod. JC083);;MG Infantry;WW2 Serbia Axis (Vlada Narodnog Spasa);;Obsolete
BNF50;81 mm Mortar + Crew (x2) (mod. JK553);;Mortar Infantry;WW2 Serbia Axis (Vlada Narodnog Spasa);;Obsolete
BNF51;Srpska Drzavna Straza (Militia Infantry x3) (mod. JK536);;Militia Infantry;WW2 Serbia Axis (Vlada Narodnog Spasa);;Obsolete
BNF52;Bicikl Izvidjaci (Bicycle x3) (mod. LV473);grey;Cyclist;WW2 Serbia Axis (Vlada Narodnog Spasa);Bicycle;Default CP
BNF53;Srpski Dobrovoljacki Korpus (Infantry x3) (mod. JC083);;Regular Infantry;WW2 Serbia Axis (Vlada Narodnog Spasa);;Obsolete
BNF54;Konjica (Light Cavalry x2) (mod. JK550);;Cavalry (chevau-leger);WW2 Serbia Axis (Vlada Narodnog Spasa);Horse;Obsolete
BNF55;Mazge (Mule Pack x1) (mod. JK546);;TPT Animal Pack;WW2 Serbia Axis (Vlada Narodnog Spasa);Mule;Juankar
BNF56;Chitet Levy (Infantry x3) (mod. ETH11);;Regular Infantry;WW2 Ethiopia (Abyssinia) Amhara;;Obsolete
BNF57;Mahel Safari (Infantry x3) (mod. JK42);;Regular Infantry;WW2 Ethiopia (Abyssinia);;Obsolete
BNF58;HQ Command Infantry (x3) + Flag (mod. JKM39);;HQ Infantry;WW2 Ethiopia (Abyssinia);;Obsolete
BNF59;Chitet Levy (Infantry x3) (mod. ETH12);;Regular Infantry;WW2 Ethiopia (Abyssinia) Tigray;;Obsolete
BNF60;Chitet Levy + Sword and Spear (Militia Infantry x3) (mod. ADETH);white;Militia Infantry;WW2 Ethiopia (Abyssinia) Oromia;;Obsolete
BNF61;Dubats (Militia Infantry x3) (mod. JKY48);white;Militia Infantry;WW2 Italy;;Obsolete
BNF62;Camel Troops (x2) (mod. JKZ75);;Camelry;WW2 Ethiopia (Abyssinia);Camel;Juankar
BNF63;Mule Pack (x1) (mod. JK76);;TPT Animal Pack;WW2 Ethiopia (Abyssinia);Mule;Juankar
BNF64;Camel Pack (x1) (mod. H24);;TPT Animal Pack;WW2 Ethiopia (Abyssinia);Camel;Obsolete
BNF65;7.62 mm Maxim-Sokolov obr. 1910 (MG Infantry x2) (mod. JKM45);;MG Infantry;WW2 Ethiopia (Abyssinia);;Obsolete
BNF66;81 mm Mortar + Crew (x2) (mod. TDK08);;Mortar Infantry;WW1 / WW2 Ethiopia (Abyssinia);;Obsolete
BNF67;Yekegnt Feresegna (Light Cavalry x2) (mod. JK75);;Cavalry (chevau-leger);WW2 Ethiopia (Abyssinia);Horse;Obsolete
BNF68;Balderas Zeb (Cavalry x3) (mod. JK41);;Cavalry;WW2 Ethiopia (Abyssinia);Horse;Obsolete
BNF69;Deldey Agenagn (Bridging Infantry x3) (mod. JK44);;Bridging Infantry;WW1 / WW2 Ethiopia (Abyssinia);;Obsolete
BNF70;Mehandisoch (Assault Engineers x3) (mod. JKM42);;Engineer Infantry;WW1 / WW2 Ethiopia (Abyssinia);;Obsolete
BNF71;Kebur Zabagna (Elite Infantry x3) (mod. JKM46);;Elite Infantry;WW2 Ethiopia (Abyssinia) Imperial Guard;;Obsolete
BNF72;KhPZ Voroshilovetz tractor (open) (mod. ZYF55);sand;TPT (track);WW2 USSR (Soviet Union);;Pat
BNF73;ChTZ Stalinets S-65 Tractor (mod. ZYE82);olive;TPT (track);WW2 All Nations;Stalinets;Pat
BNF74;T-34-57 (mod. JRM3H);sand;Tank;WW2 USSR (Soviet Union);T-34;Pat
BNF75;T-28 (mod. PT010);sand;Tank;WW2 USSR (Soviet Union);T-28;Pat
BNF76;Type 4 Ke-Nu (mod. JKT08);sand;Tank;WW2 All Nations;Type 95 Ha-Go;Juankar
BNF77;ZiS-42 + 37 mm obr. 1939 61-K (mod. JKM25);sand;SPAD (half-track);WW2 All Nations;ZIS-5;Juankar
BNF78;ZiS-42 (mod. JKM24);sand;TPT (half-track);WW2 All Nations;ZIS-5;Juankar
BNF79;L6/40 (mod. PA231);sand;Tank;WW2 All Nations;L6;Pat
BNF80;L6/40 Centro Radio (mod. SBC06);sand;Command Tank;WW2 All Nations;L6;Pat
BNF81;Semovente L40 da 47/32 (mod. PA232);sand;SPAT / SPArty (track);WW2 All Nations;L6;Pat
BNF82;Fiat-SPA Autoprotetto S37 (mod. PA862);sand;APC (4 wheels);WW2 All Nations;TL37;Pat
BNF83;Krupp L 2 H 43 Protze (Kfz 70) (mod. SBT25);sand;TPT (6 wheels);WW2 All Nations;Protze;Drago
BNF84;Crossley IGA1 AC / Type 87 Armored Car (mod. MM65B);sand;Armored Car (4 wheels);WW2 All Nations;;Pat
BNF85;UNL-35 (mod. PA484);olive;Armored Car (4 wheels);WW2 All Nations;ZIS-5;Pat
BNF86;Aggregat 4 (V-2 Rocket) + SdKfz 250/1 (mod. WDE79);sand;Missile;WW2 All Nations;;
BNF87;Aggregat 4 (V-2 Rocket) + SdKfz 250/1 (mod. WDE79);winter/white;Missile;WW2 All Nations;;
BNF88;PzBefWg 35(t) (mod. ZYB89);sand;Command Tank;WW2 Germany;Lt vz. 35;Pat
BNF89;A41 Centurion Mk I (mod. TDE19);sand;Tank;WW2 / Cold War All Nations;Centurion;Drago
BNF90;A41 Centurion Mk I (mod. TDE19);winter/white;Tank;WW2 / Cold War All Nations;Centurion;Drago
BNF91;M47 Patton (mod. MM47B);winter/white;Tank;Cold War All Nations;Patton;Pat
BNF92;SCR-584 Mobile Radar (mod. JC047);winter/white;Towed Radar;WW2 All Nations;;Yakobinets
BNF93;SU-152 (mod. PA244);sand;SPAT (track);WW2 USSR (Soviet Union);KV;Pat
BNF94;SU-152 (mod. PA244);sand;SPAT (track);WW2 All Nations;KV;Pat
BNF95;SU-152 (mod. GB004);winter/white;SPAT (track);WW2 All Nations;KV;Pat
BNF97;ZPU-4 (14.5 mm KPV Quadruple) (mod. JKA38);winter/white;Towed AD;Cold War All Nations;;Yakobinets
BNF98;PzKw KV-IB 755(r) (captured KV-1 + 75 mm PaK 40) (mod. ZYB47);sand;Tank;WW2 Germany;KV;Pat
BNF99;PzKw KV-IB 755(r) (captured KV-1 + 75 mm PaK 40) (mod. ZYB47);winter/white;Tank;WW2 Germany;KV;Pat
BNG00;Republic P-47D Thunderbolt (mod. WDE82);blue;Fighter (propeller);WW2 USA;P-47;Pat
BNG01;Aggregat 4 (V-2 Rocket) (mod. WDE13);;Missile;WW2 All Nations;;
BNG02;Radar Station (mod. JKL23);winter/white;Fortification (observe);WW2 / Cold War All Nations;;
BNG04;ML 4.2 inch (107 mm) Mortar + Crew 1940 (x2);khaki;Mortar Infantry;WW2 UK (United Kingdom / Great Britain);;Default
BNG05;ML 3 inch (81 mm) Mortar + Crew 1940 (x2);khaki;Mortar Infantry;WW2 UK (United Kingdom / Great Britain);;Default
BNG06;HQ Command Infantry (x3) + Flag (mod. JKP52);;HQ Infantry;WW1 / WW2 Yemen / Bedouins;;Obsolete
BNG07;Light Cavalry (x2) (mod. JK96);;Cavalry (chevau-leger);WW1 / WW2 Yemen / Bedouins;Horse;Obsolete
BNG08;8 mm Hotchkiss modele 1914 (MG Infantry x2) (mod. JK98);;MG Infantry;WW1 / WW2 Yemen / Bedouins;;Obsolete
BNG09;Camel Pack (x1) (mod. JK100);;TPT Animal Pack;WW1 / WW2 Yemen / Bedouins;Camel;Juankar
BNG10;Stabs 1936 (HQ Command Infantry x3) + Radio (mod. JKN65);brown;HQ Infantry;WW2 Latvia;;Obsolete
BNG11;Mule Pack (x1) (mod. JKL08);brown;TPT Animal Pack;WW1 / WW2 Latvia;Mule;Juankar
BNG12;81 mm Mortar + Crew (x2) (mod. JKN57);brown;Mortar Infantry;WW1 / WW2 Latvia;;Obsolete
BNG13;82 mm BM-37 Mortar + Crew (x2) (mod. JKW78);;Mortar Infantry;Cold War North Vietnam (DRV);;Obsolete
BNG14;120 mm PM-38 Mortar + Crew (x3) (mod. JKW78);;Mortar Infantry;Cold War North Vietnam (DRV);;Obsolete
BNG15;ML 4.2 inch (107 mm) Mortar + Crew (x2);khaki;Mortar Infantry;WW2 Australia;;Default
BNG16;ML 3 inch (81 mm) Mortar + Crew (x2);khaki;Mortar Infantry;WW2 Australia;;Default
BNG17;M48 Patton (mod. MM48E);green;Tank;Cold War All Nations;Patton;Pat
BNG18;M48 Patton (mod. MM48E);brown;Tank;Cold War All Nations;Patton;Pat
BNG19;M48 Patton (mod. MM48E);sand;Tank;Cold War All Nations;Patton;Pat
BNG20;M48 Patton (mod. MM48E);winter/white;Tank;Cold War All Nations;Patton;Pat
BNG21;M47 Patton (mod. MM47C);green;Tank;Cold War All Nations;Patton;Pat
BNG22;M47 Patton (mod. MM47C);sand;Tank;Cold War All Nations;Patton;Pat
BNG23;6.5 mm Type 3 (MG Infantry x2);olive/green;MG Infantry;WW2 Japan Special Naval Landing Forces (Kaigun Tokubetsu Rikusentai);;Default
